"verse_pk"|"hymn_no"|"hymn_verse"|"hymn_line"|"line_text"|"edited"|"editdate"|"ref_bk_1"|"ref_ch_1"|"ref_vs_1"|"ref_bk_2"|"ref_ch_2"|"ref_vs_2"
"2805"|"150"|"3"|"7"|"No home can we the place esteem"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2806"|"150"|"3"|"8"|"Which served our Saviour thus."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2807"|"150"|"4"|"1"|"Lord Jesus, here we wait for THee,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2808"|"150"|"4"|"2"|"And as we wait we sing."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2809"|"150"|"4"|"3"|"E'en now the Morning Star we see"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2810"|"150"|"4"|"4"|"Of earth's rejected King."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2811"|"150"|"4"|"5"|"Ours then the nobler song to raise,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2812"|"150"|"4"|"6"|"Before Thine own blest face,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2813"|"150"|"4"|"7"|"And find unceasing joy in praise"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2814"|"150"|"4"|"8"|"To Thee in that bright place."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2815"|"151"|"1"|"1"|"Lord Jesus, when we think of THee,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2816"|"151"|"1"|"2"|"Of all Thy love and grace,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2817"|"151"|"1"|"3"|"Our spirits long and fain would see"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2818"|"151"|"1"|"4"|"Thy beauty, face to face."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2819"|"151"|"2"|"1"|"And though the wilderness we tread,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2820"|"151"|"2"|"2"|"A barren, thirsty ground,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2821"|"151"|"2"|"3"|"With thorns and briars overspread,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2822"|"151"|"2"|"4"|"Where foes and snares abound;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2823"|"328"|"1"|"1"|"Our hearts delight in Christ, and long"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2824"|"151"|"3"|"1"|"Yet in Thy love such depths we see,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2825"|"151"|"3"|"2"|"Our souls well forth in praise -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2826"|"151"|"3"|"3"|"Content ourselves, while, Lord, to Thee"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2827"|"151"|"3"|"4"|"A joyful song we raise."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2828"|"151"|"4"|"1"|"Our Lord, our Life, our Rest, our Shield,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2829"|"151"|"4"|"2"|"Our Rock, our Food, our Light;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2830"|"151"|"4"|"3"|"Each thought of Thee doth constant yield"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2831"|"151"|"4"|"4"|"Unchanging, fresh delight."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2832"|"151"|"5"|"1"|"Blest Saviour, keep our spirits stayed,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2833"|"151"|"5"|"2"|"Hard following after Thee,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2834"|"151"|"5"|"3"|"Till we, in robes of white arrayed,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2835"|"151"|"5"|"4"|"Thy face in glory see."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2836"|"152"|"1"|"1"|"Thou, Lord, to death's domain"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2837"|"152"|"1"|"2"|"Didst go alone."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2838"|"152"|"1"|"3"|"Death had on Thee no claim,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2839"|"152"|"1"|"4"|"Thou sinless One!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2840"|"152"|"1"|"5"|"He who had death's dread power"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2841"|"152"|"1"|"6"|"Met Thee in that dark hour:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2842"|"152"|"1"|"7"|"Vanquished by Thee his power,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2843"|"152"|"1"|"8"|"By Thee alone."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2844"|"152"|"2"|"1"|"But Thou hast burst the grave,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2845"|"152"|"2"|"2"|"Risen art Thou;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2846"|"152"|"2"|"3"|"Death could not Thee enslave,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2847"|"152"|"2"|"4"|"Death had to bow!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2848"|"152"|"2"|"5"|"Victorious hast Thou come"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2849"|"152"|"2"|"6"|"Out of the darksome tomb,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2850"|"152"|"2"|"7"|"Broken the bands of gloom:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2851"|"152"|"2"|"8"|"Beyond death now."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2852"|"152"|"3"|"1"|"What mighty triumphs, Lord,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2853"|"152"|"3"|"2"|"Thou didst achieve!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2854"|"152"|"3"|"3"|"What fruitfulness doth God"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2855"|"152"|"3"|"4"|"From Thee receive!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2856"|"152"|"3"|"5"|"Out of Thy death has sprung"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2857"|"152"|"3"|"6"|"A wondrous living throng:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2858"|"152"|"3"|"7"|"All, all to Thee belong,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2859"|"152"|"3"|"8"|"And in Thee live."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2860"|"152"|"4"|"1"|"Firstborn of all Thou art,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2861"|"152"|"4"|"2"|"Lowly we bow;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2862"|"152"|"4"|"3"|"Chief in Thy Father's heart -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2863"|"152"|"4"|"4"|"Chief to us now."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2864"|"152"|"4"|"5"|"Thou art indeed supreme,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2865"|"152"|"4"|"6"|"Our great eternal theme,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2866"|"152"|"4"|"7"|"Worthy of all esteem:"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2867"|"152"|"4"|"8"|"Worthy art Thou!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2868"|"153"|"1"|"1"|"The mighty God who dwelt in light"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2869"|"153"|"1"|"2"|"Unreached by mortal eye,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2870"|"153"|"1"|"3"|"As Man came forth the foe to fight,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2871"|"153"|"1"|"4"|"And won the victory."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2872"|"153"|"2"|"1"|"In perfect light was sin laid bare,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2873"|"153"|"2"|"2"|"And met its utmost due,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2874"|"153"|"2"|"3"|"While perfect love in triumph there"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2875"|"153"|"2"|"4"|"Revealed salvation too."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2876"|"153"|"3"|"1"|"Who bu the sinless One could be"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2877"|"153"|"3"|"2"|"Sin-off'ring meet for God?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2878"|"153"|"3"|"3"|"And who in heav'n or earth but He"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2879"|"153"|"3"|"4"|"Could cleanse me with His blood?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2880"|"153"|"4"|"1"|"To save the sinner Jesus came,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2881"|"153"|"4"|"2"|"To set the captive free;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2882"|"153"|"4"|"3"|"And now my willing lips proclaim"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2883"|"153"|"4"|"4"|"What He hath done for me."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2884"|"153"|"5"|"1"|"His finished work is all my trust,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2885"|"153"|"5"|"2"|"And now He lives above,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2886"|"153"|"5"|"3"|"Eternal proof that God is just"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2887"|"153"|"5"|"4"|"In all this way of love."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2888"|"153"|"6"|"1"|"Delivered from the wrath to come,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2889"|"153"|"6"|"2"|"I soon shall see His face;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2890"|"153"|"6"|"3"|"And praise, in God's eternal home,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2891"|"153"|"6"|"4"|"The glory of His grace."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2892"|"154"|"1"|"1"|"Come! - 'tis Jesus gently calling -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2893"|"154"|"1"|"2"|"Ye with care and toil opprest,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2894"|"154"|"1"|"3"|"With your guilt, howe'er appalling,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2895"|"154"|"1"|"4"|"Come, and I will give you rest."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2896"|"154"|"1"|"5"|"On the cross He once has suffered,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2897"|"154"|"1"|"6"|"There by Him the work was done;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2898"|"154"|"1"|"7"|"And the word by God now uttered"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2899"|"154"|"1"|"8"|"To each weary soul is - Come!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2900"|"154"|"2"|"1"|"Come! - the Father's house stands open,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2901"|"154"|"2"|"2"|"With its love and light and song;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2902"|"154"|"2"|"3"|"And returning to that Father,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2903"|"154"|"2"|"4"|"All to you may now belong."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2904"|"154"|"2"|"5"|"From sin's distant land of famine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2905"|"154"|"2"|"6"|"Toiling 'neath the mid-day sun,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2906"|"154"|"2"|"7"|"To a Father's house of plenty,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2907"|"154"|"2"|"8"|"And a Father's welcome, Come!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2908"|"154"|"3"|"1"|"Come! - for night is gath'ring quickly"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2909"|"154"|"3"|"2"|"O'er this world's fast fleeting day;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2910"|"154"|"3"|"3"|"If you linger in the darkness,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2911"|"154"|"3"|"4"|"You will surely miss you way."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2912"|"154"|"3"|"5"|"From the world and its delusion -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2913"|"154"|"3"|"6"|"Now our voices rise as one,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2914"|"154"|"3"|"7"|"While we give God's invitation;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2915"|"154"|"3"|"8"|"Heav'n itself re-echoes - Come!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2916"|"155"|"1"|"1"|"What was it, bless&egrave;d God,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2917"|"155"|"1"|"2"|"Led Thee to give Thy Son,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2918"|"155"|"1"|"3"|"To yield Thy Well-beloved"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2919"|"155"|"1"|"4"|"For us by sin undone?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2920"|"155"|"1"|"5"|"'Twas love unbounded let Thee thus"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2921"|"155"|"1"|"6"|"To give Thee Well-beloved for us."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2922"|"155"|"2"|"1"|"What let Thy Son, O God,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2923"|"155"|"2"|"2"|"To come from heav'n on high,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2924"|"155"|"2"|"3"|"To shed His precious blood,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2925"|"155"|"2"|"4"|"To suffer and to die?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2926"|"155"|"2"|"5"|"'Twas love, unbounded love to us,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2927"|"155"|"2"|"6"|"Led Him to die and suffer thus."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2928"|"155"|"3"|"1"|"What moved Thee to impart"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2929"|"155"|"3"|"2"|"Thy Spirit from above,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2930"|"155"|"3"|"3"|"Therewith to fill our heart"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2931"|"155"|"3"|"4"|"With heav'nly peace and love?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2932"|"155"|"3"|"5"|"'Twas love, unbounded love to us,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2933"|"155"|"3"|"6"|"Moved Thee to give Thy Spirit Thus."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2934"|"155"|"4"|"1"|"What love to Thee we owe,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2935"|"155"|"4"|"2"|"Our God, for all Thy grace!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2936"|"155"|"4"|"3"|"Our hearts may well outflow"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2937"|"155"|"4"|"4"|"In everlasting praise."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2938"|"155"|"4"|"5"|"Gladly, O God, we praise Thee thus"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2939"|"155"|"4"|"6"|"For all Thy boundless love to us."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2940"|"156"|"1"|"1"|"Bless&egrave;d Lord, our hallelujahs"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2941"|"156"|"1"|"2"|"Now to Thee we raise;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2942"|"156"|"1"|"3"|"Never could we fully utter"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2943"|"156"|"1"|"4"|"All Thy worth and praise."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2944"|"156"|"1"|"5"|"Praise the Lamb! yes Thou art worthy,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2945"|"156"|"1"|"6"|"Who didst shed Thy blood"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2946"|"156"|"1"|"7"|"To redeem Thy saints and make us"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2947"|"156"|"1"|"8"|"Kings and priests to God."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2948"|"156"|"2"|"1"|"Yes, we praise Thee, for Thou lov'st us;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2949"|"156"|"2"|"2"|"And we bless Thee, Lord,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2950"|"156"|"2"|"3"|"For the peace and joy and gladness"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2951"|"156"|"2"|"4"|"Which Thou dost afford."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2952"|"156"|"2"|"5"|"Hallelujah! Thou, Lord Jesus,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2953"|"156"|"2"|"6"|"Canst not cease to love;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2954"|"156"|"2"|"7"|"Thine we are, and Thine for ever,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2955"|"156"|"2"|"8"|"One with Thee above."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2956"|"156"|"3"|"1"|"Praise the Lord! Yes, hallelujah!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2957"|"156"|"3"|"2"|"Who would hush the song?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2958"|"156"|"3"|"3"|"Join with saints from every nation,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2959"|"156"|"3"|"4"|"Every tribe and tongue."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2960"|"156"|"3"|"5"|"Praise the Lamb, for He is worthy,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2961"|"156"|"3"|"6"|"Sweet eternal strain!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2962"|"156"|"3"|"7"|"Hallelujah! Hallelujah!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2963"|"156"|"3"|"8"|"Praise the Lord! Amen."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2964"|"157"|"1"|"1"|"We worship Thee, O God,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2965"|"157"|"1"|"2"|"And praise Thy matchless grace;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2966"|"157"|"1"|"3"|"Our adoration bring,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2967"|"157"|"1"|"4"|"And bow before Thy face."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2968"|"157"|"1"|"5"|"Thy Son hath brought Thy love to light;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2969"|"157"|"1"|"6"|"In songs of joy we now unite."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2970"|"157"|"2"|"1"|"Accepted in Thy Son,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2971"|"157"|"2"|"2"|"We ""Abba, Father!"" cry;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2972"|"157"|"2"|"3"|"Through Him Thy love is known, "|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2973"|"157"|"2"|"4"|"In Him we are brought nigh."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2974"|"157"|"2"|"5"|"With rev'rence and with love we bow"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2975"|"157"|"2"|"6"|"To Thee, O God, our Father Thou!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2976"|"158"|"1"|"1"|"Blest Spirit, Comforter divine,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2977"|"158"|"1"|"2"|"We seek Thy gracious help this hour;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2978"|"158"|"1"|"3"|"Give us to hear Thy voice benign,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2979"|"158"|"1"|"4"|"Cause us afresh to prove Thy power."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2980"|"158"|"2"|"1"|"Searcher of depths, the depths of God,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2981"|"158"|"2"|"2"|"Dispenser Thou of heaven's store;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2982"|"158"|"2"|"3"|"To us, our Guide, fresh grace afford,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2983"|"158"|"2"|"4"|"As love's domain our hearts explore."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2984"|"158"|"3"|"1"|"With every thought by Thee controlled,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2985"|"158"|"3"|"2"|"The truth's pure light would we pursue,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2986"|"158"|"3"|"3"|"As Thou, blest Spirit, dost unfold"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2987"|"158"|"3"|"4"|"Eternal glories to our view."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2988"|"159"|"1"|"1"|"Lord Jesus, Thou hast drawn our hearts,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2989"|"159"|"1"|"2"|"That we might near Thee be;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2990"|"159"|"1"|"3"|"Thy bride, the object of Thy love -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2991"|"159"|"1"|"4"|"We thus are one with Thee."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2992"|"159"|"2"|"1"|"O wondrous joy in union found,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2993"|"159"|"2"|"2"|"Thou all in all to us!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2994"|"159"|"2"|"3"|"Thy holy love fills every heart -"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2995"|"159"|"2"|"4"|"Thy joy to have it thus."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2996"|"159"|"3"|"1"|"To be for Thee, O Lord, what bliss"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2997"|"159"|"3"|"2"|"No human tongue can tell!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2998"|"159"|"3"|"3"|"The movements of such love as this"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"2999"|"159"|"3"|"4"|"Responsive songs impel."|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3000"|"160"|"1"|"1"|"O bright and bless&egrave;d hope!"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3001"|"160"|"1"|"2"|"When shall it be"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3002"|"160"|"1"|"3"|"That we His face, long loved,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3003"|"160"|"1"|"4"|"Revealed shall see?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3004"|"160"|"2"|"1"|"O when, without a cloud,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3005"|"160"|"2"|"2"|"His features trace,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3006"|"160"|"2"|"3"|"Whose faithful love so long"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3007"|"160"|"2"|"4"|"We've known in grace;"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3008"|"160"|"3"|"1"|"Tha love itself enjoy,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3009"|"160"|"3"|"2"|"Which, ever true,"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3010"|"160"|"3"|"3"|"Did in our feeble path"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
"3011"|"160"|"3"|"4"|"Its work pursue?"|"0"|"2010-07-28 14:24:02"|"0"|NULL||"0"|NULL|
